id,tweet_id,retweet_count,tweet_created,tweet_location,text,airline,airline_sentiment
8929,567737909072367616,0,2015-02-17 09:30:40 -0800,"NY, NY",@JetBlue Seems very likely.,Delta,1
8930,567737803060940800,0,2015-02-17 09:30:14 -0800,"Yauco, Puerto Rico",@JetBlue they are rude and unhelpful. They suggested I catch a flight tomorrow I was supposed to be home today at 2 am and work is waiting,Delta,-1
8933,567734644515536896,0,2015-02-17 09:17:41 -0800,,@JetBlue why is my flight delayed 2.5 hours. This is insane. Every other flight has made it to NYC.,Delta,-1
8935,567733946717196288,0,2015-02-17 09:14:55 -0800,"Yauco, Puerto Rico",@JetBlue should i continue?,Delta,-1
8937,567733834964156417,0,2015-02-17 09:14:28 -0800,,@JetBlue I do not want to deal with your customer service agents with no practical knowledge.Provide me with a direct contact.,Delta,-1
8938,567733251620356096,0,2015-02-17 09:12:09 -0800,"Yauco, Puerto Rico",@JetBlue Got flight reschedule to flight form PIT to FLL and our flight had mechanical problems so we were delayed an hour Missed my connect,Delta,-1
8939,567732811772080129,0,2015-02-17 09:10:24 -0800,NYC | NOLA  ,@JetBlue well lucky I only fly JB..I guess I would be even more squished on any other airline 😞,Delta,1
8940,567731944151322626,0,2015-02-17 09:06:58 -0800,"Old Greenwich, CT","@JetBlue she was a phone agent, pls do! Peggy was pleasant, informative and delivered. ⭐️⭐️⭐️⭐️⭐️",Delta,1
8942,567730696656273408,0,2015-02-17 09:02:00 -0800,NY,@JetBlue @EllaHenderson omg!  Wish I had a flight today!  Haha there's always next time!  Have fun at #LFT5,Delta,1
8943,567729368110096385,0,2015-02-17 08:56:43 -0800,,@JetBlue my request has nothing to do with rescheduling. But customer service has such a bad attitude today. #badservice,Delta,-1
8944,567728800864010242,0,2015-02-17 08:54:28 -0800,,@JetBlue busy due to storm but customer service should always be on point. More so now than ever #getittogether,Delta,-1
8946,567727883993358336,0,2015-02-17 08:50:50 -0800,,@JetBlue oh hell no. I'm not waiting again to get hung up on after speaking to 2 #rudeservice people,Delta,-1
8948,567727526777073664,0,2015-02-17 08:49:24 -0800,,@JetBlue thank you!! Miss you all so so much!! Is this the link to the blog? Or has that changed?,Delta,1
8950,567727329783582720,0,2015-02-17 08:48:37 -0800,New York,@JetBlue Thank you!,Delta,1
8953,567724950556258304,0,2015-02-17 08:39:10 -0800,New York,@JetBlue Is today's JetBlue Flight 918 (NYC-&gt;BOS) delayed? My app says on time and the website says it's not...,Delta,-1
8955,567719957686136832,0,2015-02-17 08:19:20 -0800,,@JetBlue please provide me your direct email for me to explain.,Delta,-1
8964,567590027375702016,0,2015-02-16 23:43:02 -0800,undecided,@JetBlue is REALLY getting on my nerves !! 😡😡 #nothappy,Delta,-1
8967,570310144459972608,0,2015-02-24 11:51:48 -0800,,@USAirways and when will one of these agents be available to speak?,US Airways,-1
8970,570308799950692353,0,2015-02-24 11:46:28 -0800,,@USAirways just hung up on me again.  Another waste of an hour of my time.  How am I supposed to book a one way award flight?  #badwebsite,US Airways,-1
8972,570307605631012864,0,2015-02-24 11:41:43 -0800,,@USAirways you're killing me from the inside,US Airways,-1
8974,570307011981783040,0,2015-02-24 11:39:22 -0800,,@USAirways we were moved to a delta direct. Thank you for the accommodations!,US Airways,1
8976,570306715880706049,0,2015-02-24 11:38:11 -0800,"Astoria, NY",@USAirways flight 645 to Phoenix deboards passengers going to Salt Lake City because they can't resolve a simple bathroom issue. #fail,US Airways,-1
8977,570304779412508673,1,2015-02-24 11:30:29 -0800,,@USAirways always fun to get screwed out of an earlier flight (that isn't full) #crummyservice #whydidntiflysouthwest #goodluckamericanair,US Airways,-1
8979,570304445336178688,0,2015-02-24 11:29:10 -0800,"Raleigh, NC",@USAirways ok...i know doors close ~10 minutes before takeoff. stop telling me my flight will leave in 20 minutes when we haven't boarded.,US Airways,-1
8981,570304244001193984,0,2015-02-24 11:28:22 -0800,"Astoria, NY",@USAirways Been stuck for 40+ minutes due to lavatory issues. No beverages. No snacks. No customer service. Flt 645 to PHO... #fail #refund,US Airways,-1
8983,570303720308809728,0,2015-02-24 11:26:17 -0800,,@USAirways I've been on hold to change a date on a ticket for over 3 hours. Can someone please assist me? Unacceptable.,US Airways,-1
8984,570302717085790209,1,2015-02-24 11:22:18 -0800,,@USAirways thanks 4 making it impossibly expensive 2 change 2 a flight leaving less than 24 hrs earlier than my reservation #1lesscustomer,US Airways,-1
8985,570302023968694272,0,2015-02-24 11:19:32 -0800,"Fort Mill, SC",@USAirways Well I did miss it. But gate agents had rebooked boarding pass waiting when I landed. Time for lunch &amp; a beverage. Easy cheesy,US Airways,1
8986,570300325917270018,0,2015-02-24 11:12:48 -0800,,@USAirways I cant get anyone on the phone to help with award travel.Purchased extra miles and 10 minutes Late Flightr the miles needed was raised.,US Airways,-1
8987,570298036938772483,0,2015-02-24 11:03:42 -0800,,@USAirways Why haven't you issued a travel advisory for Charlotte Wednesday night and Thursday? 4-6 inches of snow.,US Airways,-1
8991,570296273611448320,0,2015-02-24 10:56:41 -0800,San Diego,@USAirways I have two tight connections in #Charlotte and #Frankfurt,US Airways,-1
8992,570296212336865283,0,2015-02-24 10:56:27 -0800,,"@USAirways Said only way to get on plane about to leave that would make my connection was a $75 fee. Instead of earlier, I am now Late Flightr!",US Airways,-1
8994,570295637708816384,0,2015-02-24 10:54:10 -0800,,"@USAirways ur ""response"" was: my ""inconvenience was of no matter."" U wanted me sit for 3 xtra nights in the city w/out comp! #donotflyusair",US Airways,-1
9002,570290730796777473,0,2015-02-24 10:34:40 -0800,,@USAirways standby so far for two of us. With snow storm hitting Iowa tomorrow we could be stuck here for two days.,US Airways,-1
9006,570288981847502850,0,2015-02-24 10:27:43 -0800,,@USAirways - been standing at the gate for 45 min trying to go standby bc I will miss my connection. No help! Do NOT fly US AIRWAYS!,US Airways,-1
9007,570288667790594048,0,2015-02-24 10:26:28 -0800,Saratoga Springs,"@USAirways after being assured by the pleasant woman at gate B11 in Albany, NY that life's not perfect, I'd heard enough.",US Airways,-1
9012,570286925556424705,0,2015-02-24 10:19:33 -0800,"Washington, DC",@USAirways There is an error w/ my preferred status &amp; I'm not able to reach an agent via phone. Travel Friday. Need resolved - contact info?,US Airways,-1
9013,570286345454800896,2,2015-02-24 10:17:14 -0800,,@USAirways @AmericanAir how does a pilot forget log book? Been waiting on plane for 45 mins!! #AlsoNoDrinkCartComingAround,US Airways,-1
9015,570286035118071808,0,2015-02-24 10:16:00 -0800,,@USAirways @AshleyKAtherton Over an hour on hold so far,US Airways,-1
9018,570284855163883520,0,2015-02-24 10:11:19 -0800,,@USAirways 59 minutes now. Nice customer service you got going on.,US Airways,-1
9019,570281232287731712,0,2015-02-24 09:56:55 -0800,,@USAirways 44 minutes on hold so far. And still haven't spoke to a human. Never using you again.,US Airways,-1
9021,570280737951375360,0,2015-02-24 09:54:57 -0800,Saratoga Springs,@USAirways You have no idea how upset and frustrated I am right now. I'll be sure to follow through with never flying with you again.,US Airways,-1
9022,570280653389996034,0,2015-02-24 09:54:37 -0800,Cleveland,@USAirways how can a person go from number one on a standby list to number twelve in three hours?  Should I be super platinum diamond status,US Airways,-1
9023,570280436796166144,0,2015-02-24 09:53:46 -0800,Saratoga Springs,"@USAirways Forget reservations. Thank you to the great leadership at your company, I've Cancelled Flighted my flight. Once again, thank you.",US Airways,-1
9024,570279106090274817,0,2015-02-24 09:48:28 -0800,"Gulfport, MS",@USAirways great job today from your team with a challenging weather delay on flight 1925 out of Charlotte. #travel #friendlyteam,US Airways,1
9028,570278202897276928,0,2015-02-24 09:44:53 -0800,,"@USAirways @AmericanAir I love you guys &amp; I'm gonna let you finish, but I've been on hold for 1 hour trying to book a flight w/ my voucher.",US Airways,-1
9033,570276439829774336,0,2015-02-24 09:37:53 -0800,"Denver, CO","@USAirways She spoke with someone this AM and was told that breast pumps aren't medical equipment and that she should have ""planned better.""",US Airways,-1
9034,570275106724782080,0,2015-02-24 09:32:35 -0800,"Philadelphia, PA",@USAirways - 800# referred me back to baggage services but I left the airport. I was on seat 17A,US Airways,-1
9037,570274302118858752,0,2015-02-24 09:29:23 -0800,,@USAirways - First impressions are hard to reverse.  A horrible first experience with you.  Will never fly with you again!!!,US Airways,-1
9041,570272465299083264,0,2015-02-24 09:22:05 -0800,"Dumfries, Virginia",@USAirways sadly that didn't help me at my meeting at work today seeing as my presentation was in there! Major strike against me!!!,US Airways,-1
9042,570272309434564608,2,2015-02-24 09:21:28 -0800,Just outside of Thunder Dome,.@USAirways I did but the more eyes I have looking for Pandu the better chance I have of bringing him home.,US Airways,-1
9043,570272154635374592,0,2015-02-24 09:20:51 -0800,,@USAirways my bag is still lost and I can not get anyone on the phone to assist me and the tracking updates have stopped,US Airways,-1
9044,570271713512046592,0,2015-02-24 09:19:06 -0800,,@USAirways thanks !!!,US Airways,1
9047,570270772746461186,0,2015-02-24 09:15:21 -0800,,"@USAirways 167 minutes?  ""Im not trained in that"". Cmon. Can't you do better than that?",US Airways,-1
9049,570269976042573824,0,2015-02-24 09:12:12 -0800,,@USAirways any direct number to dividend miles account info? Every Time I try them I get actually hung up on,US Airways,-1
9051,570267781859557377,0,2015-02-24 09:03:28 -0800,,@USAirways but I've been trying to call them since yesterday and I keep getting hung up on? Can you get me through to them??,US Airways,-1
9054,570265699215675392,0,2015-02-24 08:55:12 -0800,,@USAirways an award travel ticket but cannot since it is under a different last name. I simply need to change it,US Airways,-1
9065,570257107737571329,0,2015-02-24 08:21:04 -0800,"Minneapolis, MN",@USAirways I made it- thx.,US Airways,1
9066,570256300556165122,0,2015-02-24 08:17:51 -0800,,@USAirways still on hold...1 hr 27 mins....thank god for chairman status. status match @Delta?,US Airways,-1
9068,570253865066602497,0,2015-02-24 08:08:10 -0800,,@USAirways has the worst customer service. Can't even get through to a rep you gotta be kidding me,US Airways,-1
9070,570251909447192577,1,2015-02-24 08:00:24 -0800,Kentucky,@USAirways @Beamske how about a real live person talk to the person whose luggage was lost for 4 days and vacation wrecked . @yorkshire2002,US Airways,-1
9072,570250443034640384,0,2015-02-24 07:54:35 -0800,Kentucky,@USAirways I'm glad @Beamske retweeted otherwise you would have to ignore the numerous tweets I sent. You all are fucking amazing,US Airways,1
9074,570248954572619776,0,2015-02-24 07:48:40 -0800,"Dumfries, Virginia",@USAirways I will NEVER travel US Airways again. Flew in from LA to DC last night and for the 2nd time on this airline my bags didn't arrive,US Airways,-1
9076,570247763704868864,0,2015-02-24 07:43:56 -0800,,@USAirways like they will call me? I'v been trying since yesterday and no one is answering...,US Airways,-1
9077,570245576815546368,0,2015-02-24 07:35:14 -0800,"Hanover Twp, PA","@USAirways your CSR in PHL suck.   Flt 3883 gets cx'd,  i get rebooked to the next day?  On standby for 4011. Not hopeful.",US Airways,-1
9078,570243874062503936,0,2015-02-24 07:28:28 -0800,,@USAirways HELLO!! Is anyone behind your twitter account? #badcustomerservice,US Airways,-1
9079,570242474750423040,0,2015-02-24 07:22:55 -0800,,@USAirways I keep getting hung up on. PLEASE respond so I can book a ticket with you. I won't be able to buy one unless I speak to someone!,US Airways,-1
9080,570242452092813312,0,2015-02-24 07:22:49 -0800,"Boston, MA",@USAirways hey!!  Yeah last time I got a phone call when flight was Cancelled Flightled from DCA to BOS,US Airways,-1
9081,570242191685234688,0,2015-02-24 07:21:47 -0800,,@USAirways You should be prepared for Weather. All I want to do is find out if I can take train to PHL to catch my connection.,US Airways,-1
9082,570241590758920192,0,2015-02-24 07:19:24 -0800,Kentucky,"@USAirways When you are deciding to wreck a vacation... is losing luggage from a Cancelled Flighted flight your ""go to"" maneuver?",US Airways,-1
9083,570240576144211968,0,2015-02-24 07:15:22 -0800,"Central, New Jersey",@USAirways see you on board tomorrow,US Airways,1
9085,570237453229019137,0,2015-02-24 07:02:58 -0800,USA,@USAirways been on hold for 2 hours for something which I could have done in less than 1 minute if it was available.Your site UX is awe full,US Airways,-1
9086,570236495367315456,0,2015-02-24 06:59:09 -0800,"Atlanta, United States",@USAirways then drop your fee! $150 ($300RT!!!!) makes no sense; most EU airlines charge $0. @AirCanada charges a reasonable $50.,US Airways,-1
9087,570236313393373186,0,2015-02-24 06:58:26 -0800,"Central, New Jersey",@USAirways i understand that but i should still be able to view my reservation online....,US Airways,-1
9088,570235676916117504,0,2015-02-24 06:55:54 -0800,"Durham, NC",@USAirways another fiasco at National. Forever from jet to gate on 8:05am flight from RDU,US Airways,-1
9091,570231786824994816,0,2015-02-24 06:40:27 -0800,Kentucky,@USAirways Thanks again for ruiningmy vacation.  You all are the best for this.  Could not have done it without you.,US Airways,-1
9092,570231607757381632,0,2015-02-24 06:39:44 -0800,St. Louis,@USAirways @AmericanAir our honeymoon was delayed a day because a gas cap was not screwed on! Flight 1801- so frustrating!,US Airways,-1
9093,570230527032229889,0,2015-02-24 06:35:26 -0800,"Hudson Valley, NY",@USAirways Your policy needs a serious revision for babies.  Fortunately I have choices and choose @Southwest from here on out.,US Airways,-1
9094,570229647713148928,0,2015-02-24 06:31:57 -0800,DC,@USAirways still ignoring my question. #USAirways consistently providing poor customer service.,US Airways,-1
9096,570226365410230272,0,2015-02-24 06:18:54 -0800,,@USAirways oh I got right through to an agent. They just kept putting me on hold and still didn't fix the problem,US Airways,-1
9097,570226104839090176,0,2015-02-24 06:17:52 -0800,"Jacksonville, FL",@USAirways There is no reFlight Booking Problems the event I'm flying to attend. Waiting for jetway driver??? STILL ON TARMAC???,US Airways,-1
9099,570224746652160000,0,2015-02-24 06:12:28 -0800,,@USAirways been trying for weeks no use,US Airways,-1
9100,570223944260849664,0,2015-02-24 06:09:17 -0800,,@USAirways should give me free baggage for this mess,US Airways,-1
9102,570223460632403969,0,2015-02-24 06:07:21 -0800,,@USAirways I really feel like your company needs evaluate their policies &amp; realize that transfers should be possible for tickets,US Airways,-1
9105,570220968435716097,0,2015-02-24 05:57:27 -0800,#yeahTHATgreenville SC,"@USAirways Waiting on my flight right now, thanks!!",US Airways,1
9108,570217639584395264,0,2015-02-24 05:44:14 -0800,,@USAirways We're back at a gate. Opposite of wheels up. Im sure we'll get thete eventually. So thanks.,US Airways,1
9111,570215234088116224,0,2015-02-24 05:34:40 -0800,,@USAirways 1729 connecting in charlotte to houston. Mechanical issue determined while q'd to take off. And we checked our bags.,US Airways,-1
9113,570213946348560388,0,2015-02-24 05:29:33 -0800,"Miami Beach, Florida USA",@USAirways need to retrain US 3837 lead flight attendant and gate agent at arrival MKE 2/23.  Horrible attitudes toward helping customers.,US Airways,-1
9115,570212087223287809,0,2015-02-24 05:22:10 -0800,MN,@USAirways knows customer service!! Thank you for starting our 2 week vacay on an amazing note! Thank you sarita!!!,US Airways,1
9116,570208640520622080,0,2015-02-24 05:08:28 -0800,"Greenville, SC",@USAirways why aren't you updating flight status/delays?,US Airways,-1
9117,570208313163550721,0,2015-02-24 05:07:10 -0800,"Greenville, SC",@USAirways They're also saying the CLT flights are delayed but you're not showing it in your system which makes it impossible to figure out,US Airways,-1
9119,570206113783795713,0,2015-02-24 04:58:26 -0800,"Greenville, SC",@USAirways pretty sure we didn't actually take off at 7:10 http://t.co/vuxf4r4Unu,US Airways,-1
9120,570205604314255360,0,2015-02-24 04:56:24 -0800,,@USAirways well then that is a horrible flaw in your system. 2 hours in the past day I've wasted. I've got a job &amp; family this is crazy,US Airways,-1
9121,570205370649604096,0,2015-02-24 04:55:28 -0800,"Greenville, SC",@USAirways 5203 and we're just sitting 20 feet from an open gate,US Airways,-1
9122,570204219191504896,0,2015-02-24 04:50:54 -0800,,@USAirways just wasted another hour of my life on hold. this is insanity. there has to be another way to use my voucher as payment online,US Airways,-1
9123,570203789963218944,0,2015-02-24 04:49:12 -0800,"millville,nj",@USAirways what's wrong with the plane? Flt 581,US Airways,-1
9124,570203037823836160,0,2015-02-24 04:46:12 -0800,Carmen SanDiego,"@USAirways @united two broken airplanes, two days Late Flightr and I'm stranded after a funeral and missing out on my last semester of #college. 👍",US Airways,-1
9125,570199481943261184,0,2015-02-24 04:32:04 -0800,,@USAirways @AmericanAir Day 3 &amp; still no luggage Chkd http://t.co/MbLTALr4BS STATUS=AWAITING ASGMNT TO DRIVER Since yest 10:15am,US Airways,-1
9127,570197868813918208,0,2015-02-24 04:25:40 -0800,,"@USAirways asked her why needed to take yellow tag off. She said, ""because I told you to!"" Expect a personal apology from her- unacceptable!",US Airways,-1
9128,570196428364111873,0,2015-02-24 04:19:56 -0800,,"@USAirways , since jan 22 have been on 10 flights. Why the disrespect in CLT, flt #2063 at 2:50pm on 18feb to DCA? just asked herba question",US Airways,-1
9133,570184073139912704,0,2015-02-24 03:30:51 -0800,"Cleveland, Ohio",@USAirways I just spent 3.5 hours and got nowhere. Entire experience #epicfail,US Airways,-1
9135,570177698166923267,0,2015-02-24 03:05:31 -0800,"Crofton, Maryland",@USAirways nope not yet...,US Airways,-1
9136,570157409458642944,0,2015-02-24 01:44:54 -0800,Kentucky,@usairways I will make sure to never use your incompetent airlines again. My luggage has been out for delivery for 24 hours.,US Airways,-1
9137,570157210183069696,0,2015-02-24 01:44:06 -0800,Kentucky,"@usairways My flight was Cancelled Flighted Saturday. Why was my luggage not at the airport? Today, I'm supposed to have it delivered. Pathetic",US Airways,-1
9139,570156777297350656,0,2015-02-24 01:42:23 -0800,Kentucky,@usairways Thanks so much for ruining my vacation. I really couldn't have done it without you.,US Airways,-1
9140,570151995472027649,0,2015-02-24 01:23:23 -0800,"Durham, NC",@USAirways it's not like I'm trying to leave earlier just for fun. I don't want to get stuck in DC if we have bad weather in RDU.,US Airways,-1
9141,570151703410053120,0,2015-02-24 01:22:13 -0800,"Durham, NC",@USAirways some flexibility on your part would be nice. This is why I love @SouthwestAir. They're flexible &amp; not trying to take all my $.,US Airways,-1
9142,570133607223840768,0,2015-02-24 00:10:19 -0800,"Oswego, NY",@USAirways Excited that I'll be flying from Syracuse to interview in Dallas on Friday for the FA position- this is a goal &amp; dream of mine!,US Airways,1
9145,570119853312311296,0,2015-02-23 23:15:40 -0800,"Vancouver, Canada","@usairways great crew for flight 504 PHX to YVR tonight! Friendly, efficient. Awesome job.",US Airways,1
9146,570114300888678401,0,2015-02-23 22:53:36 -0800,Stafford VA,@USAirways are people going to answer our calls?,US Airways,-1
9147,570114273021534209,0,2015-02-23 22:53:29 -0800,,@USAirways pilot forgets to show up to work and Ricky J (gate agent) gives customers attitude. #usairwaysfail,US Airways,-1
9148,570110504254857217,0,2015-02-23 22:38:31 -0800,,@USAirways : You Make the Reservation; We'll Make the Excuses! #usairwaysfail,US Airways,-1
9150,570109961511895040,0,2015-02-23 22:36:21 -0800,,@USAirways is utterly unreliable! They didn't schedule a pilot for their US624 flight out of Seattle - flights are delayed #usairwaysfail,US Airways,-1
9155,570105696219308033,0,2015-02-23 22:19:24 -0800,,@USAirways can't get back lost time,US Airways,-1
9157,570104544622981122,0,2015-02-23 22:14:50 -0800,,@USAirways - thanks however I feel like the system has failed me -- what is the solution?,US Airways,-1
9158,570101746590093312,0,2015-02-23 22:03:43 -0800,,@USAirways my bag landed 1 day Late Flight at sfo at 11:40am. How can it be 10:01pm and I still don't have it? Flight 719 2/22/14,US Airways,-1
9161,570091270334509056,0,2015-02-23 21:22:05 -0800,"Porkhampton, England",@USAirways Hi. I'm in LGA but my luggage is in CLT. Have been told to come back tomorrow to collect. Do you guys want to cover my taxi fare?,US Airways,-1
9162,570085837821632512,0,2015-02-23 21:00:30 -0800,,"@USAirways  Instead of fair treatment, I got a nasty letter from a lady in senior management that illness forfeits miles like death.",US Airways,-1
9163,570085644015419393,0,2015-02-23 20:59:43 -0800,,"@USAirways  A few years ago I lost over 50,000 miles bc I was physically unable to fly during the period.  I submitted a doctor's note.",US Airways,-1
9164,570085487261700096,0,2015-02-23 20:59:06 -0800,,@USAirways  I've never been treated this badly,US Airways,-1
9167,570085132251598850,0,2015-02-23 20:57:41 -0800,,@USAirways   My email gets me a canned response that it takes 10 days for mileage to get credited --- It's been three months and my miles,US Airways,-1
9170,570084406204997632,0,2015-02-23 20:54:48 -0800,,@USAirways   No one picks up the phone all day/  no opportunity to leave a voicemail,US Airways,-1
9171,570084337099673600,0,2015-02-23 20:54:32 -0800,,"@USAirways  Instead, the miles are credited to an account that i did not open
-- My request to merge the accounts is denied",US Airways,-1
9175,570083761582428160,0,2015-02-23 20:52:15 -0800,,"@USAirways  - I had 20,748 miles in  my account and was informed I'd forfeit them bc of 33 months of inactivity - I",US Airways,-1
9176,570083548364992512,0,2015-02-23 20:51:24 -0800,,@usairways - It's all automated and no one cares to understand the problem I'm having,US Airways,-1
9177,570083458925490176,0,2015-02-23 20:51:02 -0800,"Dallas, TX ",@USAirways screwed me up big. 1st flight 1hr Late Flight. Made it to 2nd flight. CSM daryl wouldn't let me on the plane because we were (1/4),US Airways,-1
9178,570083021099032576,0,2015-02-23 20:49:18 -0800,Pennsylvania,"@USAirways Houston hub Aa T. Employee the bag is not here, It made it to Pa before me! Oops not your problem http://t.co/Uld0hWFkfo",US Airways,-1
9181,570081545211375616,0,2015-02-23 20:43:26 -0800,"New Orleans, LA",@USAirways I've flown US Airways at least five times. Every single time has been like this. Actions speak louder than words.,US Airways,-1
9182,570081206412431360,0,2015-02-23 20:42:05 -0800,,@USAirways flight from Bhm delayed 5hrs! Connect flgt left us in clt at a motel,US Airways,-1
9183,570079855821389824,0,2015-02-23 20:36:43 -0800,Maryland,"@USAirways membership has no privileges anymore - my son is in the army, short window to see him - NO help.",US Airways,-1
9184,570079508797243392,0,2015-02-23 20:35:21 -0800,Maryland,@USAirways honestly - how is it quickly as possible I've been on hold sine 9:50pm? Everyone that answers has to send me to someone else.,US Airways,-1
9185,570078379421990912,0,2015-02-23 20:30:51 -0800,Knoxville,@USAirways done it! Process initiated Saturday morning.  Can't get info with website issues &amp; inadequate phone coverage.  How 2 get update??,US Airways,-1
9186,570078355770339328,0,2015-02-23 20:30:46 -0800,"Denver, CO",@USAirways yay for glitchy tracking system!  My bags made it to my destination and not Laguardia like the app said!,US Airways,-1
9192,570075916430397440,0,2015-02-23 20:21:04 -0800,,"@USAirways if it was so important, why did I wait on hold and then get hung up on by your computer?  #disappointed",US Airways,-1
9194,570075456302649344,0,2015-02-23 20:19:14 -0800,,@USAirways terrible service,US Airways,-1
9198,570073473952968705,0,2015-02-23 20:11:22 -0800,,@USAirways my frustrations are the result of multiple experiences Late Flightly. Currently lost luggage. I want to talk to a real person.,US Airways,-1
9199,570072227942674432,0,2015-02-23 20:06:25 -0800,Maryland,"@USAirways cust svc means nothing! So disappointed. Trying since 730a to speak to a human I get bad weather not bad service.
#socialtantrum",US Airways,-1
9203,570070449406812160,0,2015-02-23 19:59:21 -0800,,@USAirways it is my fault but i bought online and i get twice why i buy twice it fault but i bougth ticket jfk to mccaren and usairways ++,US Airways,-1
9204,570069362310324224,1,2015-02-23 19:55:02 -0800,"Denver, NC","@usairways  US1799 CLT-&gt;SFO in first no desert, no snack basket. Incoming was on time ? What’s up?",US Airways,-1
9206,570067865946234883,0,2015-02-23 19:49:05 -0800,"Irvine, Ca","@USAirways was transf, held 15-18 min more b4 agent answered and helped. By time I got to person fare I'd seen was gone.  Had to get supv.",US Airways,-1
9207,570064017022181376,1,2015-02-23 19:33:47 -0800,,@USAirways you are the actual worst.  You have zero respect for your passengers. I'm officially done flying with you.,US Airways,-1
9208,570063683256242177,0,2015-02-23 19:32:28 -0800,,@USAirways has the worst customer service line.  I've called them 8 times today and not once was I able to talk to a real human being.,US Airways,-1
9210,570061033253023744,0,2015-02-23 19:21:56 -0800,,@USAirways you say to call travel agency and they say we cant refund because usairways didnt accept this.,US Airways,-1
9212,570060752926728192,0,2015-02-23 19:20:49 -0800,,@USAirways travel agency said that if usairways accept we will refund money i dont understand why dont u refund,US Airways,-1
9213,570060273798631424,0,2015-02-23 19:18:55 -0800,"Austin, TX | Atlanta, GA","@USAirways Yes &amp; have already spent 1K+ on the card &amp; paid the $89 annual fee, but the 50K miles have not shown up. Want to fly AUS --&gt; ATL",US Airways,-1
9214,570060272049778688,0,2015-02-23 19:18:54 -0800,,@USAirways no i use to skyscanner and travel agency and i called u . You said you should call travel agency but,US Airways,-1
9215,570058295689523200,0,2015-02-23 19:11:03 -0800,,"@USAirways finally spoke with someone. I have to email the refund dept. I love you guys, but 6 hours in line to be told no dice sucks.",US Airways,-1
9217,570057520162721792,0,2015-02-23 19:07:58 -0800,Southeastern United States,@USAirways well I thought they had hours ago but just found out that no I do not have a seat,US Airways,-1
9219,570056859698270208,0,2015-02-23 19:05:21 -0800,"Crofton, Maryland","@USAirways yes, but we were answered and put back on hold while they were to check on our request..  50 mins Late Flightr nothing!",US Airways,-1
9222,570054266267811840,0,2015-02-23 18:55:02 -0800,"Knoxville, TN","@USAirways no worries, your flight attendant took care of it.",US Airways,1
9224,570052124010278912,0,2015-02-23 18:46:32 -0800,,@USAirways I've been on hold for over an hour.  Not doing so well in the customer service department.  #weak,US Airways,-1
9225,570051488875020288,0,2015-02-23 18:44:00 -0800,"Irvine, Ca",@USAirways - 53 minutes on hold for a reservation?,US Airways,-1
9226,570050881879568384,1,2015-02-23 18:41:35 -0800,,@USAirways @joyadventuremom there are breastfeeding momma's watching this story all over the country! Better work on a faster response :),US Airways,-1
9227,570048851295383552,0,2015-02-23 18:33:31 -0800,"Austin, TX | Atlanta, GA",@USAirways #DividendRewards Urgently need to speak with a CS rep. My 50K miles havent shown &amp; I've fulfilled all reqs. Flight Booking Problems flights today,US Airways,-1
9231,570047733236695040,0,2015-02-23 18:29:05 -0800,"Bedford, NH",@USAirways @AmericanAir now this is beyond ridiculous. Some steering problem delays us again. #neveragain  it's no wonder you had to sell,US Airways,-1
9232,570045890750230529,0,2015-02-23 18:21:45 -0800,"Columbia, South Carolina","@USAirways hi, Im trying to speak with someone to book travel for a minor. The phone keeps disconnecting. Please advise. Website wont allow.",US Airways,-1
9233,570045818205384704,1,2015-02-23 18:21:28 -0800,"ÜT: 38.8676126,-77.0831512",@USAirways did a pre schooler develop your app? The thing crashes every single time.,US Airways,-1
9235,570043607954137090,1,2015-02-23 18:12:41 -0800,,@USAirways On hold for going on 40 minutes after spending 10 hours delayed in Denver cause of a broken plane. Thanks guys.,US Airways,-1
9237,570043114058076160,0,2015-02-23 18:10:43 -0800,,@USAirways @PhilaCarService looks like a long trip from cancun to philly? 9 hours Late Flight? Seriously?,US Airways,-1
9238,570042796624777216,1,2015-02-23 18:09:28 -0800,,@USAirways. Yet another delay/missed connection....and your customer service has an attitude with me? Wow.,US Airways,-1
9239,570038112166002688,0,2015-02-23 17:50:51 -0800,,"@USAirways 1,223.22 of unusable funds. Will not book with you again. #usairwaysfailscustomers",US Airways,-1
9240,570037369841135616,0,2015-02-23 17:47:54 -0800,"Los Angeles, CA",@USAirways @AmericanAir Can you bring guinea pigs in small pet carrier onboard your flights?,US Airways,1
9241,570033719609827328,1,2015-02-23 17:33:24 -0800,"Crofton, Maryland",@USAirways #NoService good luck trying to reach a human!  Twice sat on hold for over 50 mins...  #neveragain,US Airways,-1
9243,570030761539182592,0,2015-02-23 17:21:38 -0800,Earth ,@USAirways is it ok for a flight attendant to talk nasty about passengers while they go get drinks by the restroom? I was shocked listening,US Airways,-1
9244,570030590466121728,0,2015-02-23 17:20:58 -0800,"Charleston, SC and the Earth",@USAirways good work by flight 1798 crew.  #Chairman's recognition even in coach.  Too many #missedupgrades Late Flightly.  What's up with this?,US Airways,1
9245,570030173300658176,0,2015-02-23 17:19:18 -0800,"Rochester, NY",@USAirways changed our flight 6 times in 1 trip. Bumped to @Delta now &amp; having great experience. Never. Flying. US Air again. Never.,US Airways,-1
9246,570030083093729280,1,2015-02-23 17:18:57 -0800,,@USAirways I can't wait to never fly with you again. Always delayed. Always lose my bag. Rudest people on the planet. Southwest is the best,US Airways,-1
